initial_cutloss_pct,breakeven_trigger_pct,breakeven_lock_pct,atr_multiplier,min_dollar_vol,freeze_days,trade_count,win_rate_pct,net_profit_pct,profit_factor,max_drawdown_pct
0.03,0.1,0.01,2.5,1000000.0,0,26,50.0,380.6265597958415,6.139050375850027,-16.702799507100018
0.03,0.1,0.01,2.5,1000000.0,5,23,56.52173913043478,402.35043943522425,7.806233578953575,-11.470718999999992
0.03,0.1,0.01,2.5,1000000.0,10,21,57.14285714285714,407.13436760127036,8.592510814844703,-8.732699999999998
0.03,0.1,0.01,2.5,1000000.0,20,21,61.904761904761905,406.6687549525437,9.527380370074232,-6.109680571684081
0.03,0.1,0.01,2.5,1000000.0,30,20,55.00000000000001,381.3831130050832,8.890823966497312,-9.903292942951536
0.03,0.1,0.01,2.5,5000000.0,0,26,50.0,380.6265597958415,6.139050375850027,-16.702799507100018
0.03,0.1,0.01,2.5,5000000.0,5,23,56.52173913043478,402.35043943522425,7.806233578953575,-11.470718999999992
0.03,0.1,0.01,2.5,5000000.0,10,21,57.14285714285714,407.13436760127036,8.592510814844703,-8.732699999999998
0.03,0.1,0.01,2.5,5000000.0,20,21,61.904761904761905,406.6687549525437,9.527380370074232,-6.109680571684081
0.03,0.1,0.01,2.5,5000000.0,30,20,55.00000000000001,381.3831130050832,8.890823966497312,-9.903292942951536
0.03,0.1,0.01,3.0,500000.0,0,24,50.0,391.97783961427734,7.237516782843349,-16.702799507100032
0.03,0.1,0.01,3.0,500000.0,5,21,57.14285714285714,414.2147866892869,9.458677788113386,-11.470718999999988
0.03,0.1,0.01,3.0,500000.0,10,19,57.89473684210527,419.11170009540626,10.550454371565323,-8.732699999999992
0.03,0.1,0.01,3.0,500000.0,20,19,63.1578947368421,418.63509076046864,11.901332627671076,-5.910000000000007
0.03,0.1,0.01,3.0,500000.0,30,18,55.55555555555556,392.75226084808094,10.48585943225258,-5.910000000000007
0.03,0.1,0.01,3.0,1000000.0,0,24,50.0,391.97783961427734,7.237516782843349,-16.702799507100032
0.03,0.1,0.01,3.0,1000000.0,5,21,57.14285714285714,414.2147866892869,9.458677788113386,-11.470718999999988
0.03,0.1,0.01,3.0,1000000.0,10,19,57.89473684210527,419.11170009540626,10.550454371565323,-8.732699999999992
0.03,0.1,0.01,3.0,1000000.0,20,19,63.1578947368421,418.63509076046864,11.901332627671076,-5.910000000000007
0.03,0.1,0.01,3.0,1000000.0,30,18,55.55555555555556,392.75226084808094,10.48585943225258,-5.910000000000007
0.03,0.1,0.01,3.0,5000000.0,0,24,50.0,391.97783961427734,7.237516782843349,-16.702799507100032
0.03,0.1,0.01,3.0,5000000.0,5,21,57.14285714285714,414.2147866892869,9.458677788113386,-11.470718999999988
0.03,0.1,0.01,3.0,5000000.0,10,19,57.89473684210527,419.11170009540626,10.550454371565323,-8.732699999999992
0.03,0.1,0.01,3.0,5000000.0,20,19,63.1578947368421,418.63509076046864,11.901332627671076,-5.910000000000007
0.03,0.1,0.01,3.0,5000000.0,30,18,55.55555555555556,392.75226084808094,10.48585943225258,-5.910000000000007
0.03,0.1,0.02,2.0,500000.0,0,27,51.85185185185185,477.4953504489283,6.459462963201285,-17.979453443668625
0.03,0.1,0.02,2.0,500000.0,5,24,58.333333333333336,503.5976105711833,8.331659271383076,-12.827562380347132
0.03,0.1,0.02,2.0,500000.0,10,22,59.09090909090909,503.3717469115287,9.195842854365834,-10.131507608605283
0.03,0.1,0.02,2.0,500000.0,20,22,63.63636363636363,508.7862691714962,10.329442090129572,-7.352069699593068
0.03,0.1,0.02,2.0,500000.0,30,21,61.904761904761905,472.7337533865439,10.049309581769933,-7.352069699593071
0.03,0.1,0.02,2.0,1000000.0,0,27,51.85185185185185,477.4953504489283,6.459462963201285,-17.979453443668625
0.03,0.1,0.02,2.0,1000000.0,5,24,58.333333333333336,503.5976105711833,8.331659271383076,-12.827562380347132
0.03,0.1,0.02,2.0,1000000.0,10,22,59.09090909090909,503.3717469115287,9.195842854365834,-10.131507608605283
0.03,0.1,0.02,2.0,1000000.0,20,22,63.63636363636363,508.7862691714962,10.329442090129572,-7.352069699593068
0.03,0.1,0.02,2.0,1000000.0,30,21,61.904761904761905,472.7337533865439,10.049309581769933,-7.352069699593071
0.03,0.1,0.02,2.0,5000000.0,0,27,51.85185185185185,477.4953504489283,6.459462963201285,-17.979453443668625
