initial_cutloss_pct,breakeven_trigger_pct,breakeven_lock_pct,atr_multiplier,min_dollar_vol,freeze_days,trade_count,win_rate_pct,sum_return_pct,profit_factor,max_drawdown_pct
0.03,0.06,0.02,2.0,5000000.0,20,415,29.156626506024097,443.30567750611175,1.4655366063456785,-215.41192028607264
0.03,0.06,0.02,2.0,5000000.0,30,368,26.358695652173914,61.223237185334064,1.0691324011981658,-244.09819460178497
0.03,0.06,0.02,2.5,500000.0,0,928,25.754310344827587,744.5141220197617,1.3349668245356194,-273.4907125197391
0.03,0.06,0.02,2.5,500000.0,10,617,25.93192868719611,505.8674963479422,1.3407602770348477,-265.5347044564458
0.03,0.06,0.02,2.5,500000.0,20,493,27.180527383367142,646.6188844475097,1.5556913062648008,-279.49577803144405
0.03,0.06,0.02,2.5,500000.0,30,440,25.0,245.27038402718858,1.226791534353,-318.9256403439971
0.03,0.06,0.02,2.5,1000000.0,0,902,26.274944567627497,732.3255783340064,1.3417045158945007,-244.86485478248335
0.03,0.06,0.02,2.5,1000000.0,10,599,26.21035058430718,462.265047331754,1.3222607574694911,-250.46440227474585
0.03,0.06,0.02,2.5,1000000.0,20,478,27.615062761506277,597.6415151074799,1.5331692602272258,-281.5582203717513
0.03,0.06,0.02,2.5,1000000.0,30,426,25.586854460093893,214.22853019531107,1.2062323907190438,-300.052567176152
0.03,0.06,0.02,2.5,5000000.0,0,753,26.42762284196547,530.1539000263987,1.298898269930519,-237.65481644964598
0.03,0.06,0.02,2.5,5000000.0,10,501,25.54890219560878,279.5746642464503,1.2324652742502757,-269.90040326846207
0.03,0.06,0.02,2.5,5000000.0,20,405,28.888888888888886,413.2350158879643,1.4446362652051519,-252.1896653051008
0.03,0.06,0.02,2.5,5000000.0,30,358,26.256983240223462,126.3489832963288,1.1469644211354568,-271.6840121095014
0.03,0.06,0.02,3.0,500000.0,0,900,25.444444444444443,1315.053419229753,1.6130052942577624,-334.24748282670384
0.03,0.06,0.02,3.0,500000.0,10,605,25.6198347107438,985.9465376002727,1.679061570605076,-273.1841851432598
0.03,0.06,0.02,3.0,500000.0,20,484,27.066115702479337,1168.77545481235,2.0276948064549813,-259.7495996108935
0.03,0.06,0.02,3.0,500000.0,30,434,24.65437788018433,508.4888980598748,1.4778453749515676,-270.2485560468091
0.03,0.06,0.02,3.0,1000000.0,0,872,26.03211009174312,1235.305542250255,1.599782707264302,-309.66419700566917
0.03,0.06,0.02,3.0,1000000.0,10,587,26.064735945485516,873.6128020349156,1.624525181221739,-259.1138829615595
0.03,0.06,0.02,3.0,1000000.0,20,469,27.718550106609808,1051.066798923151,1.9628929921657468,-246.8765264430483
0.03,0.06,0.02,3.0,1000000.0,30,420,25.476190476190474,432.9893876898614,1.4251573289829516,-254.37548287896385
0.03,0.06,0.02,3.0,5000000.0,0,733,26.330150068212827,780.9598777888021,1.453991493762486,-278.4272329906787
0.03,0.06,0.02,3.0,5000000.0,10,493,25.354969574036513,471.7224780509918,1.4011073718355043,-250.28672246773243
0.03,0.06,0.02,3.0,5000000.0,20,398,29.145728643216078,595.7882065547443,1.6597680580686733,-222.04936594922128
0.03,0.06,0.02,3.0,5000000.0,30,354,26.27118644067797,131.29936943156403,1.1558682490706633,-230.54832238513683
0.03,0.08,0.01,1.5,500000.0,0,976,23.565573770491806,986.1948877469143,1.4185249168541496,-183.89099256620852
